date,global_new_cases,global_new_cases_smoothed,global_new_deaths,global_new_deaths_smoothed
2022-05-07,375760,538423.0021921,1471,1949.28571874
2022-05-08,1694765,517013.8587027,3855,1843.71425671
2022-05-09,282341,519702.99337688,1092,1799.28570093
2022-05-10,282568,525011.42354053,821,1759.2857125
2022-05-11,414791,537596.14792349,1225,1753.4285514
2022-05-12,423444,548626.27928515,1648,1720.28571366
2022-05-13,434275,558277.71206683,1582,1670.57142576
2022-05-14,386125,559761.6583435,1338,1651.57142445
2022-05-15,1740705,566324.56988023,3495,1600.14286084
2022-05-16,278085,565716.57201946,1034,1591.85713397
2022-05-17,270175,563946.33223956,830,1593.14286948
2022-05-18,431298,566304.45131018,1267,1599.14286883
2022-05-19,452394,570437.59185507,1516,1580.28569565
2022-05-20,435511,570615.16908643,1430,1558.57142739
2022-05-21,380722,569841.43625357,1130,1528.85716349
2022-05-22,1533903,540298.28319269,3173,1482.85713694
2022-05-23,252692,536670.70407889,859,1457.85715405
2022-05-24,276933,537636.13922308,818,1456.14284774
2022-05-25,380959,530444.85976351,1272,1456.88095026
2022-05-26,417368,525441.13948871,1582,1466.3095253
2022-05-27,404259,520976.56282181,1616,1492.88094832
2022-05-28,374224,520048.27793084,1317,1519.59524757
2022-05-29,1280454,483841.27898444,2873,1476.73809778
2022-05-30,241593,482255.71013149,905,1483.28570533
2022-05-31,232025,475840.28527606,683,1464.00000288
2022-06-01,309045,465566.85001406,1091,1438.14286775
2022-06-02,430191,467398.71899758,1309,1399.14285569
2022-06-03,392226,465679.71477893,1387,1366.42858507
2022-06-04,332477,459715.8581295,1156,1343.90478157
2022-06-05,1321444,465571.56527715,2741,1325.16668184
2022-06-06,216397,461972.13565048,712,1297.50000911
2022-06-07,243781,463651.57781383,775,1310.61906129
2022-06-08,382514,474147.13948552,1108,1313.09525087
2022-06-09,448040,476696.99747144,1455,1333.95238646
2022-06-10,416775,480203.99990764,1680,1375.57141373
2022-06-11,404903,490550.57875581,1059,1361.42855814
2022-06-12,1410697,503301.00376508,2592,1340.14284965
2022-06-13,229760,505212.23942598,790,1351.28570116
2022-06-14,242192,504985.31067499,683,1338.14285612
2022-06-15,390539,506131.66679099,1045,1329.14286694
2022-06-16,422085,502423.98179439,1168,1288.14286433
2022-06-17,457440,508233.16490468,1558,1270.71427213
2022-06-18,409738,508922.57586276,1140,1282.28570027
2022-06-19,1618713,538639.23559672,2782,1309.42859258
2022-06-20,256293,542428.56881494,809,1312.14286466
2022-06-21,257300,544586.85641638,825,1332.42856151
2022-06-22,410469,547434.00663648,913,1313.57140462
2022-06-23,527273,562460.8649899,1457,1354.85714462
2022-06-24,511335,570160.14305061,1448,1339.14286433
2022-06-25,505790,583881.85528379,1722,1422.28570245
2022-06-26,2123462,655988.8518213,3228,1485.99999035
2022-06-27,326018,665949.57309564,1060,1521.85713511
2022-06-28,311382,673675.57048979,728,1507.99997905
2022-06-29,485660,684417.13699632,1113,1536.57144073
2022-06-30,621371,697859.70692138,1604,1557.57143789
2022-07-01,590259,709134.56977971,1495,1564.28572638
2022-07-02,609178,723904.2849202,1695,1560.42858882
2022-07-03,2337563,754490.15585372,3651,1620.85711738
2022-07-04,635566,798711.29138655,1114,1628.5714245
2022-07-05,335760,802193.85677763,822,1641.99998047
2022-07-06,569969,814237.99988722,1057,1633.99999925
2022-07-07,679896,822598.71238778,1661,1642.14287918
2022-07-08,683830,835966.00785795,1845,1692.14285427
2022-07-09,693921,848072.14849891,1891,1720.14284992
2022-07-10,2742615,905936.70958654,4086,1782.28571468
2022-07-11,742489,921211.43053681,1278,1805.71429466
2022-07-12,421890,933515.72246227,944,1823.14283531
2022-07-13,725224,955695.00818781,1477,1883.14283461
2022-07-14,778210,969739.85876484,1885,1915.14283613
2022-07-15,772831,982454.29080777,2076,1948.14283845
2022-07-16,794863,996874.56732988,2085,1975.8571332
2022-07-17,2742636,996877.57416401,4910,2093.57141954
2022-07-18,835784,1010205.43223105,1466,2120.42856492
2022-07-19,463175,1016103.28698096,1186,2155.00000484
2022-07-20,732600,1017157.00620549,1656,2180.57142757
2022-07-21,811025,1021844.85959332,2214,2227.57141885
2022-07-22,831758,1030263.00155964,2239,2250.85712948
2022-07-23,864318,1040185.13440656,2434,2300.71428889
2022-07-24,2634611,1024752.9945594,5368,2366.14286726
2022-07-25,914147,1035947.71901488,1856,2421.85714789
2022-07-26,555914,1049196.13979318,1347,2444.85715904
2022-07-27,796960,1058390.42213105,1839,2471.00000187
2022-07-28,831343,1061293.00170355,2212,2470.71431801
2022-07-29,849646,1063848.4176658,2237,2470.42858772
2022-07-30,856321,1062705.98448098,2661,2502.85714369
2022-07-31,2400018,1029192.71101094,5573,2532.14288386
2022-08-01,794962,1012166.29507866,1489,2479.71430289
2022-08-02,539224,1009781.99666273,1334,2477.85717064
2022-08-03,782930,1007777.72334613,2025,2504.42860397
2022-08-04,822649,1006535.70400063,2335,2521.9999956
2022-08-05,1225361,1060209.2888964,2230,2521.00000247
2022-08-06,823825,1055566.98235546,2679,2523.57145347
2022-08-07,1956184,992162.16028645,5058,2450.00001124
2022-08-08,707937,979730.00733522,1596,2465.28569969
2022-08-09,535873,979251.30101607,1422,2477.85714274
2022-08-10,739024,972979.00395686,1928,2464.00001478
2022-08-11,777771,966567.85587993,2658,2510.14284586
2022-08-12,796069,905240.41790806,2231,2510.28574619
2022-08-13,751356,894887.70799366,2609,2500.28572683
2022-08-14,1444356,821769.43819433,4863,2472.42859428
2022-08-15,612933,808197.43324792,1581,2470.28569707
2022-08-16,424377,792269.42701184,1312,2454.57143765
2022-08-17,687466,784904.0017425,1921,2453.57145955
2022-08-18,775278,784547.85064186,2250,2395.28573732
2022-08-19,776032,781685.43387109,2366,2414.57145705
2022-08-20,779411,785693.28798736,2497,2398.57144063
2022-08-21,1330494,769427.2937766,4047,2282.00001611
2022-08-22,595684,766963.14875063,1506,2271.28573072
2022-08-23,527653,781716.8643782,1380,2281.00002059
2022-08-24,651632,776597.70914016,1848,2270.57141821
2022-08-25,708930,767119.43264654,2160,2257.71429378
2022-08-26,700129,756276.140664509,2268,2243.7142963
2022-08-27,641128,736521.42635478,2297,2215.14285436
2022-08-28,940462,680802.58466983,3732,2170.14283719
2022-08-29,651222,688736.57558379,1385,2152.85713029
2022-08-30,416560,672866.14279846,1282,2138.85716304
2022-08-31,552336,658680.99341793,1698,2117.42859285
2022-09-01,593895,642247.41881433,2062,2103.42858403
2022-09-02,586821,626060.57181667,2091,2078.14285682
2022-09-03,542714,612001.41783507,2245,2070.71428144
2022-09-04,946136,612811.99990817,3150,1987.57141088
2022-09-05,395749,576315.85386755,1277,1972.14284939
2022-09-06,356494,567734.99705456,1149,1953.14284846
2022-09-07,406097,546843.72166262,1187,1880.1428771
2022-09-08,531489,537928.56819217,1706,1829.2857192
2022-09-09,473157,521690.85393421,1623,1762.42856457
2022-09-10,351030,494307.43570442,1739,1690.14285598
2022-09-11,755267,467040.42448427,2718,1628.42856968
2022-09-12,536187,487102.99738548,1035,1593.85714229
2022-09-13,289122,477478.42938305,954,1565.99998428
2022-09-14,450789,483863.00243565,1248,1574.71430599
2022-09-15,446109,471665.85957576,1529,1549.42856534
2022-09-16,445016,467645.71528737,1786,1572.71427483
2022-09-17,367806,470042.28511046,1876,1592.28570932
2022-09-18,860675,485100.57784079,2303,1532.99999972
2022-09-19,449122,472662.72096552,817,1501.85715745
2022-09-20,262319,468833.70703917,763,1474.5714438
2022-09-21,359639,455812.28974204,1128,1457.42858502
2022-09-22,335890,440066.7061136,1515,1455.42855944
2022-09-23,397275,433246.573819,1436,1405.42857791
2022-09-24,409091,439144.43360538,1881,1406.1428834
2022-09-25,1004957,459756.14369121,2571,1444.42855425
2022-09-26,268309,433925.71275065,678,1424.57142403
2022-09-27,259083,433463.42514371,777,1426.57142356
2022-09-28,301466,425152.99744382,1079,1419.5714329
2022-09-29,359719,428557.14521534,1251,1381.85714061
2022-09-30,362454,423582.71164317,1925,1451.7142828
2022-10-01,423611,425656.99975025,1610,1412.99998081
2022-10-02,1256094,461533.71681121,2889,1458.42857931
2022-10-03,218191,454374.00296926,951,1497.42857215
2022-10-04,186861,444056.57404166,814,1502.71428906
2022-10-05,341005,449705.00468618,1059,1499.85713545
2022-10-06,330105,445474.43416721,1366,1516.28571368
2022-10-07,326074,440277.29359088,1721,1487.14286638
2022-10-08,376731,433580.14467797,1682,1497.42857579
2022-10-09,1439598,459794.99995284,3596,1598.42858542
2022-10-10,216236,459515.71383826,807,1577.85713548
2022-10-11,185537,459326.56915289,784,1573.57140535
2022-10-12,323178,456779.85547762,1035,1570.1428298
2022-10-13,322559,455701.8551671,1258,1554.71428222
2022-10-14,321450,455041.28233853,1516,1525.42855879
2022-10-15,329812,448338.56930842,1752,1535.42854933
2022-10-16,1476777,453649.86582228,3729,1554.42857594
2022-10-17,215951,453609.14997693,765,1548.42856755
2022-10-18,198743,455495.71733829,728,1540.4285613
2022-10-19,311635,453846.71655439,1235,1569.00002357
2022-10-20,283157,448217.86156725,1315,1577.14285095
2022-10-21,226148,434603.29053982,821,1477.85713828
2022-10-22,423540,447993.00312842,3387,1711.4285705
2022-10-23,1238438,413944.57808707,3581,1690.28570529
2022-10-24,175259,408131.4345779,651,1673.99999172
2022-10-25,190074,406893.00737997,653,1663.28569178
2022-10-26,257054,399095.71854569,1015,1631.8571511
2022-10-27,231005,391645.4294839,811,1559.85712984
2022-10-28,474683,427150.4296631,3926,2003.42859885
2022-10-29,282911,407060.57351929,1237,1696.2857033
2022-10-30,923417,362057.57035758,3210,1643.28571393
2022-10-31,175439,362083.28601596,662,1644.85715351
2022-11-01,207398,364558.14697195,663,1646.28572969
2022-11-02,260392,365035.00487406,2143,1807.42856801
2022-11-03,225131,364196.09862348,746,1798.14286371
2022-11-04,482769,365351.24188671,3136,1685.28573525
2022-11-05,256623,361595.76288755,1178,1676.8571605
2022-11-06,726913,333523.71374985,2636,1594.85715743
2022-11-07,193735,336137.37763543,716,1602.57144218
2022-11-08,248400,341994.80871469,641,1599.42858456
2022-11-09,190489,332008.6611844,690,1391.85716807
2022-11-10,270956,338555.00075024,799,1399.42857506
2022-11-11,542141,347036.70923707,3078,1391.14285653
2022-11-12,344012,359520.85662476,1059,1374.14286215
2022-11-13,699423,355593.70957289,2523,1357.99998423
2022-11-14,226898,360331.28030842,657,1349.57141122
2022-11-15,280643,365051.30510699,680,1355.14284807
2022-11-16,309667,382069.35091643,726,1360.28570973
2022-11-17,274327,382541.85397029,783,1357.99999104
2022-11-18,463926,371363.85484891,2963,1341.57143712
2022-11-19,384451,377134.26716777,1032,1337.71429173
2022-11-20,742871,383335.35780773,2521,1337.42858355
2022-11-21,250603,386718.42854086,688,1341.85716132
2022-11-22,278285,386304.28186484,619,1333.14286815
2022-11-23,354404,392695.28337302,777,1340.42858198
2022-11-24,257272,390258.85921649,925,1360.71429532
2022-11-25,505334,396174.28030966,3568,1447.14284967
2022-11-26,453771,406077.13657564,1075,1453.2857044
2022-11-27,877943,425373.14219077,2565,1459.57142078
2022-11-28,263872,427268.71316338,742,1467.28570389
2022-11-29,305749,431192.13740169,837,1498.4285726
2022-11-30,358261,431743.14271126,883,1513.57143039
2022-12-01,346684,444516.28338408,825,1499.28570878
2022-12-02,639608,463698.28837255,2684,1373.00001665
2022-12-03,335306,446774.71465427,1269,1400.71428749
2022-12-04,987527,462429.58024742,2898,1448.28570651
2022-12-05,301977,467873.14369069,881,1468.14285554
2022-12-06,307207,468081.42952765,827,1466.71428411
2022-12-07,387611,472274.29248168,1092,1496.5714191
2022-12-08,422872,483158.28535715,1116,1538.14285389
2022-12-09,832899,510771.28802914,4228,1758.71428086
2022-12-10,798192,576897.86446791,1352,1770.57144014
2022-12-11,1564400,659308.29146918,3312,1829.71429227
2022-12-12,1070966,769163.8488109,1047,1853.42858396
2022-12-13,1228364,900757.72652711,1011,1879.71428833
2022-12-14,1478662,1056622.16593721,1344,1915.7142887
2022-12-15,1564016,1219642.68052809,1074,1909.71430134
2022-12-16,2667065,1481666.43381806,4259,1914.14287906
2022-12-17,2696967,1752920.08640704,1698,1963.57144207
2022-12-18,4271457,2139642.37797473,4266,2099.85715337
2022-12-19,4364831,2610194.48042182,1435,2155.28571353
2022-12-20,5444146,3212449.05645247,1415,2212.99997936
2022-12-21,6336738,3906459.99177126,1812,2279.85714129
2022-12-22,6843175,4660625.56318842,2050,2419.28572131
2022-12-23,7852908,5401460.27983128,5095,2538.71426645
2022-12-24,6727748,5977286.00340202,2712,2683.57142625
2022-12-25,6666659,6319457.84639873,5797,2902.28569283
2022-12-26,4942856,6402032.77387438,2527,3058.28570911
2022-12-27,4866848,6319561.72011939,2009,3143.14275437
2022-12-28,4812477,6101810.13845815,3167,3336.71423704
2022-12-29,3730492,5657141.12991574,3554,3551.57146572
2022-12-30,3708597,5065096.72201391,6662,3775.42863351
2022-12-31,2783467,4501627.91473881,6650,4337.99994277
2023-01-01,2887955,3961813.06328634,7808,4625.28565959
2023-01-02,1837591,3518203.91021599,5218,5009.7142135
2023-01-03,1470316,3032985.07160462,5169,5461.14272582
2023-01-04,1633605,2578860.37725783,5567,5803.99998822
2023-01-05,1508037,2261366.88658189,812,5412.28560761
2023-01-06,1873245,1999173.73312836,3590,4973.42852986
2023-01-07,1273749,1783499.67227541,1183,4192.42849415
2023-01-08,1383456,1568571.19750314,3029,3509.71437697
2023-01-09,881614,1432003.15003603,676,2860.85717266
2023-01-10,598636,1307477.47758709,511,2195.42857338
2023-01-11,618467,1162457.67593196,751,1507.42857525
2023-01-12,640395,1038508.88818188,554,1470.57142415
2023-01-13,1023267,917083.45048842,5062,1680.85711731
2023-01-14,495337,805881.73766423,1105,1669.71425715
2023-01-15,629229,698134.98879103,2236,1556.42852826
2023-01-16,370279,625087.13892867,625,1549.14281698
2023-01-17,237845,573545.5762922,475,1543.99996206
2023-01-18,352793,535592.12929679,527,1511.9999585
2023-01-19,325724,490639.14666175,537,1509.57139927
2023-01-20,582803,427715.70455897,4365,1410.00001751
2023-01-21,273776,396064.14393071,1253,1431.14288027
2023-01-22,371662,359268.85829959,1935,1388.14288223
2023-01-23,170065,330666.85487562,460,1364.5714599
2023-01-24,107807,312090.005686,370,1349.57146505
2023-01-25,177453,287041.43334057,447,1338.14287703
2023-01-26,191300,267837.99892243,486,1330.8571777
2023-01-27,459317,250197.13709346,4321,1324.57144083
2023-01-28,163100,234386.28847169,717,1248.00001944
2023-01-29,290451,222784.71397828,1598,1199.85716175
2023-01-30,134990,217773.99620414,372,1187.28572481
2023-01-31,66297,211843.99871485,364,1186.42858893
2023-02-01,176142,211656.71265044,57167,9289.28578141001
2023-02-02,130044,202905.85437506,1143,9383.14303422001
2023-02-03,432640,199094.85558945,7699,9865.71423446
2023-02-04,178343,201272.43005716,1002,9906.42861126
2023-02-05,267175,197947.28634179,1941,9955.42860811
2023-02-06,107668,194044.14405771,626,9991.71445170001
2023-02-07,83529,196508.83325922,545,10017.5715763
2023-02-08,134354,190539.12033583,662,1945.42855719
2023-02-09,133895,191089.26303657,1611,2012.28566123
2023-02-10,407546,187504.40117998,4045,1490.2856966
2023-02-11,124717,179843.54634745,870,1471.45238497
2023-02-12,255716,178203.57025385,1746,1443.59522699
2023-02-13,90227,175711.99710722,441,1417.16666376
2023-02-14,71703,174022.56954163,474,1407.02381344
2023-02-15,135039,174120.42617438,699,1412.30949702
2023-02-16,108693,170520.14149129,688,1280.42856277
2023-02-17,357749,163406.28198995,3471,1198.42855667
2023-02-18,99294,159774.42597968,808,1189.57143048
2023-02-19,283037,163677.42631474,1960,1220.14285938
2023-02-20,98128,164806.14134448,398,1214.00000086
2023-02-21,65792,163961.71226363,419,1206.14286045
2023-02-22,99425,158873.99647742,490,1176.28570647
2023-02-23,97532,157279.56946305,465,1144.4285677
2023-02-24,93925,119590.42777679,725,752.14286323
2023-02-25,352396,155747.85382642,3398,1122.14285113
2023-02-26,265614,153258.85604385,1877,1110.2857046
2023-02-27,123569,156893.28322077,422,1113.71427704
2023-02-28,57299,155679.99811688,411,1112.57141508
2023-03-01,99334,155666.99842606,487,1112.14284469
2023-03-02,100269,156057.99871789,525,1120.714272
2023-03-03,101783,157180.56929388,541,1094.42856118
2023-03-04,306384,150607.42849945,2992,1036.42858353
2023-03-05,239782,146917.14187621,1627,1000.71429379
2023-03-06,126509,147337.14251265,462,1006.42857561
2023-03-07,58166,147460.99817244,361,999.28573364
2023-03-08,86647,145648.57129204,439,992.42857211
2023-03-09,82821,143155.99913152,466,984.00000527
2023-03-10,77206,139644.99889338,392,962.71429337
2023-03-11,248579,131387.14192478,2608,907.85715081
2023-03-12,214896,127831.99995143,1614,906.00001867
2023-03-13,159888,132600.42662112,716,942.28572954
2023-03-14,57316,132478.9987802,419,950.57144518
2023-03-15,83256,131994.56933145,474,955.57143913
2023-03-16,80749,131698.57116157,372,942.1428743
2023-03-17,68006,130384.2839681,436,948.42858367
2023-03-18,208939,124721.42820008,2425,922.28570842
2023-03-19,221068,125603.14300593,1782,946.28570688
2023-03-20,153600,124704.85847081,683,941.57142746
2023-03-21,53703,124188.71590836,405,939.57142089
2023-03-22,67754,121974.14319474,428,932.99999411
2023-03-23,64959,119718.42951158,462,945.85713398
2023-03-24,62836,118979.85810793,361,935.14285153
2023-03-25,225816,121390.85871265,2625,963.71429873
2023-03-26,204469,119019.57264653,1747,958.71429382
2023-03-27,95707,110749.14496564,452,925.71429085
2023-03-28,44790,109475.85836299,341,918.71429677
2023-03-29,62716,108756.14466805,382,912.19048036
2023-03-30,114280,115802.00040193,690,944.8095283
2023-03-31,49933,113958.7145016,447,957.16667137
2023-04-01,233684,115082.71472496,2254,903.95237113
2023-04-02,198424,114219.14366865,1493,867.66666949
2023-04-03,106535,115766.00019153,374,856.16666912
2023-04-04,35455,114432.80975733,230,844.30952583
2023-04-05,54194,113215.31007167,288,830.1428531
2023-04-06,54351,104653.83353545,365,785.16666182
2023-04-07,49705,104621.26239228,244,754.64285022
2023-04-08,48160,78117.83371903,335,480.30952972
2023-04-09,352663,100151.97619794,3806,811.11904356
2023-04-10,93569,98299.69048856,385,812.23809564
2023-04-11,37040,98525.99911761,239,808.85714335
2023-04-12,51731,98174.14214451,356,818.57142733
2023-04-13,58920,98826.85679797,299,809.14286025
2023-04-14,56609,99813.14195181,299,817.00000165
2023-04-15,53583,100587.85657748,354,819.71428845
2023-04-16,343365,99262.42802089,3310,748.85714573
2023-04-17,112991,102035.00076718,403,751.428574
2023-04-18,44704,103129.85731282,263,754.85714041
2023-04-19,62700,104696.85792051,285,744.71429156
2023-04-20,62962,105274.28617372,353,752.42857313
2023-04-21,60029,105762.85826809,285,750.42857593
2023-04-22,57511,106323.99927466,252,735.85714376
2023-04-23,336718,105373.57131152,3432,753.28570276
2023-04-24,112239,105266.14319756,423,756.14285874
2023-04-25,41681,104834.28543535,266,756.57141982
2023-04-26,60253,104484.7138334,267,753.99999673
2023-04-27,57346,103682.42767197,272,742.42856606
2023-04-28,57305,103293.28567763,294,743.71427995
2023-04-29,55984,103075.14399057,279,747.57142675
2023-04-30,299803,97801.57074519,2933,676.28571194
2023-05-01,105365,96819.5705023,361,667.42857618
2023-05-02,38904,96422.85623534,222,661.14285801
2023-05-03,56434,95877.2852898,245,658.00000029
2023-05-04,60988,96397.56990384,266,657.14286007
2023-05-05,52245,95674.71306261,253,651.28571681
2023-05-06,40466,93457.85568413,262,648.85714671
2023-05-07,255044,87063.71328667,3116,674.99999649
2023-05-08,124957,89862.57100388,363,675.28570491
2023-05-09,46757,90984.42813321,209,673.42856188
2023-05-10,42421,88982.57004158,207,667.99999491
2023-05-11,37853,85677.57129335,207,659.57142259
2023-05-12,39403,83842.99889432,181,649.28570717
2023-05-13,36268,83243.28523759,241,646.28570608
2023-05-14,239241,80985.71316035,3656,723.4285803
2023-05-15,113112,79293.57102777,348,721.28572697
2023-05-16,36499,77828.1435559,970,829.99998014
2023-05-17,38225,77228.7150999,144,820.99997956
2023-05-18,34452,76742.85748885,171,815.85712675
2023-05-19,30956,75536.14325826,131,808.71426879
2023-05-20,29373,74551.14317009,213,804.71426928
2023-05-21,89263,53125.71437252,876,407.57143833
2023-05-22,120320,54155.42806603,391,413.71428987
2023-05-23,32739,53618.28566488,939,409.28572199
2023-05-24,34714,53116.71406718,140,408.71429044
2023-05-25,30147,52501.71482765,209,414.14286141
2023-05-26,28546,52157.42904126,88,408.00000365
2023-05-27,27242,51852.99934219,155,403.16666654
2023-05-28,73340,49578.28567184,872,402.78571905
2023-05-29,95562,46041.42903221,313,391.40476784
2023-05-30,41869,47345.71436876,812,372.95238432
2023-05-31,31793,46928.42855092,85,364.76190797
2023-06-01,33524,47413.45276049,85,344.71428728
2023-06-02,25989,47048.16691487,141,352.28571731
2023-06-03,12574,44952.73898132,181,355.57143306
2023-06-04,48853,41456.92922157,795,344.5714309
2023-06-05,104522,42736.85752321,323,346.00000109
2023-06-06,7966,37893.57118916,761,338.71428425
2023-06-07,32635,38011.50035539,98,340.92856975
2023-06-08,22513,36438.35774962,78,339.92856953
2023-06-09,25419,36356.92905278,81,331.11904799
2023-06-10,29591,38785.78597344,128,323.54761837
2023-06-11,57944,40084.28591986,925,342.23809446
2023-06-12,81906,36853.42855652,212,326.26190372
2023-06-13,11117,37303.57206844,713,319.40476324
2023-06-14,4642,33304.57195667,53,312.85714469
2023-06-15,4149,30681.14329561,68,311.42857393
2023-06-16,3882,27604.42849647,62,308.71428711
2023-06-17,6820,24351.42901894,125,308.28571665
2023-06-18,30408,20417.71459294,623,265.14285576
2023-06-19,157578,31227.99931887,205,264.14285595
2023-06-20,5571,30435.71380137,664,257.14285194
2023-06-21,3506,30273.42840198,47,256.28571099
2023-06-22,3096,30122.99985905,42,252.57142313
2023-06-23,4479,30208.28563187,40,249.42856592
2023-06-24,4449,29869.57131947,161,254.57142475
2023-06-25,26358,29290.99994121,409,223.99999966
2023-06-26,151023,28354.57153924,186,221.28571323
2023-06-27,5023,28276.28584289,623,215.42857446
2023-06-28,2528,28136.57164546,36,213.85714391
2023-06-29,2418,28039.71448921,34,212.71428728
2023-06-30,2594,27770.42877591,18,209.57143061
2023-07-01,3336,27611.42872691,73,197.00000275
2023-07-02,9564,25212.28567246,171,163.00000123
2023-07-03,160424,26555.28634272,259,173.42857283
2023-07-04,8868,27220.14351105,570,165.85714591
2023-07-05,1771,27112.0006492,25,164.28571558
2023-07-06,1773,27019.85777348,21,162.42857393
2023-07-07,1741,26898.00065143,23,163.14285907
2023-07-08,2666,26802.28635368,47,159.42857455
2023-07-09,5684,26248.00067054,125,152.85714488
2023-07-10,184208,29530.14292068,138,135.57143135
2023-07-11,3894,28819.57145174,579,136.85714022
2023-07-12,1959,28846.42861896,33,137.9999975
2023-07-13,1767,28845.57144708,17,137.42856995
2023-07-14,1778,28850.8571763,18,136.71428424
2023-07-15,2201,28784.42862463,50,137.14285487
2023-07-16,5763,28795.71429615,97,133.14285483
2023-07-17,231312,35525.16658407,218,144.57142677
2023-07-18,3760,35505.7142592,623,150.85714664
2023-07-19,2024,35514.99993305,26,149.85714649
2023-07-20,1928,35538.07140303,25,151.00000255
2023-07-21,1971,35565.6428058,20,151.28571699
2023-07-22,2553,35615.92847167,23,147.4285745
2023-07-23,6601,35735.64273384,83,145.42857368
2023-07-24,291451,44326.9277264,234,147.7142906
2023-07-25,7119,44806.71352797,660,153.00000512
2023-07-26,2275,44842.57062482,20,152.14286144
2023-07-27,2159,44875.57060898,20,151.42857588
2023-07-28,2199,44908.14210995,30,152.85714758
2023-07-29,2730,44938.04683012,29,153.71429119
2023-07-30,9089,45294.16587866,109,157.42857622
2023-07-31,337502,51873.12037319,307,167.8571438
2023-08-01,339811,99399.90612751,778,184.71428651
2023-08-02,3028,99507.85844996,237,215.71428968
2023-08-03,2886,99611.85852444,38,218.28571818
2023-08-04,3127,99744.45370524,39,219.57143187
2023-08-05,3446,99841.83472866,39,221.00000484
2023-08-06,11868,100238.28706656,130,224.0000022
2023-08-07,36900,57295.14139131,118,197.00000268
2023-08-08,71153,18915.42882987,928,218.42857573
2023-08-09,3300,18954.28598856,43,190.71428996
2023-08-10,3029,18974.71454359,31,189.71428948
2023-08-11,3290,18998.00033489,36,189.285718
2023-08-12,3777,19046.54780541,67,193.28571691
2023-08-13,12663,19160.11933396,130,193.28571759
2023-08-14,301251,56924.54769735,293,219.00000567
2023-08-15,10446,48251.40395873,1056,236.57142158
2023-08-16,3713,48310.40407481,39,235.99999244
2023-08-17,2991,48304.97550331,40,237.28570752
2023-08-18,4127,48424.54702061,51,239.42856499
2023-08-19,5213,48629.14209574,64,238.99999302
2023-08-20,15943,49097.71350879,139,240.28570646
2023-08-21,304165,49513.99926231,286,239.28570613
2023-08-22,10912,49580.57065314,1334,278.99999937
2023-08-23,5752,49871.85636781,51,280.71428692
2023-08-24,5231,50191.85639561,49,282.00000016
2023-08-25,4734,50278.57087784,46,281.28571437
2023-08-26,5665,50343.14224618,67,281.71428646
2023-08-27,20399,50979.71348151,190,289.00000309
2023-08-28,278856,47364.1443591,114,264.42857534
2023-08-29,12057,47527.71554409,1332,264.14285286
2023-08-30,6338,47611.42987472,52,264.28571039
2023-08-31,5615,47666.28700942,59,265.71428045
2023-09-01,5820,47821.42980136,59,267.57142408
2023-09-02,6664,47964.14429546,147,278.99999508
2023-09-03,24767,48588.14450696,161,274.85713651
2023-09-04,155100,30908.71429507,272,297.4285682
2023-09-05,15558,31408.85717491,1493,320.42856703
2023-09-06,9295,31831.28562436,51,320.28570736
2023-09-07,8044,32178.28574296,79,323.14285288
2023-09-08,7536,32423.42842646,82,326.42856984
2023-09-09,8478,32682.57142809,60,313.9999953
2023-09-10,29194,33315.00006622,240,325.28571052
2023-09-11,24974,14725.57143124,164,309.85713619
2023-09-12,19541,15294.5716173,1598,324.85713909
2023-09-13,12463,15747.14305679,62,326.42856493
2023-09-14,9898,16012.0002297,74,325.71427972
2023-09-15,8965,16216.14286627,73,324.42856701
2023-09-16,8962,16285.28571501,77,326.85713807
2023-09-17,35773,17225.14289475,227,324.99999076
2023-09-18,23978,17082.85695213,156,323.85713707
2023-09-19,26196,18033.57104498,1617,326.57142038
2023-09-20,12966,18105.42833015,81,329.28570755
2023-09-21,10574,18202.4285248,79,329.99999412
2023-09-22,10920,18482.4046058,86,331.85713827
2023-09-23,9831,18606.54746636,67,330.42856342
2023-09-24,42389,19551.69035763,267,336.14285059
2023-09-25,34493,21053.83338774,155,335.99999272
2023-09-26,31479,21808.11907713,1724,351.28571446
2023-09-27,13618,21901.2616324,76,350.57142981
2023-09-28,12216,22135.14264807,87,351.71428541
2023-09-29,12083,22301.285573,87,351.85714134
2023-09-30,11437,22530.71446983,135,361.57142722
2023-10-01,42163,22498.42838643,263,360.99999773
2023-10-02,40498,23356.2858586,308,382.85714411
2023-10-03,34524,23791.28583223,1685,377.28572121
2023-10-04,16199,24160.00017135,88,379.00000612
2023-10-05,13276,24311.42871308,81,378.14286387
2023-10-06,11875,24281.71406385,108,381.14286445
2023-10-07,10930,24209.28571665,102,376.42857692
2023-10-08,39849,23878.71467803,300,381.71429181
2023-10-09,35182,23119.28562722,204,366.85714888
2023-10-10,33530,22977.2859248,1572,350.71427947
2023-10-11,13604,22606.57138462,100,352.4285618
2023-10-12,11983,22421.85758086,108,356.285706
2023-10-13,10525,22229.00010621,114,357.14284777
2023-10-14,9040,21959.00026499,107,357.85713452
2023-10-15,37240,21586.28571872,362,366.7142796
2023-10-16,34756,21525.59495717,258,374.42856333
2023-10-17,35601,21821.45221541,1698,392.42856306
2023-10-18,11398,21506.30950131,126,396.14284873
2023-10-19,9026,21083.88092274,105,395.7142785
2023-10-20,8485,20792.45206364,128,397.71427725
