date,global_new_cases,global_new_cases_smoothed,global_new_deaths,global_new_deaths_smoothed
2021-03-16,311479,425695.28315146,6618,8694.85716456
2021-03-17,350088,431148.42427116,6979,8723.85693691
2021-03-18,442460,439296.42855416,8859,8844.0000721
2021-03-19,459408,447089.00216425,8986,8841.28576391
2021-03-20,460772,455079.28496578,8847,8898.57130116
2021-03-21,951889,475101.71414489,15585,9025.28575356
2021-03-22,408847,483563.28779286,9837,9387.28578437001
2021-03-23,361215,490668.43242495,6919,9430.28571352
2021-03-24,412527,499588.28252906,7893,9560.85713288
2021-03-25,494897,507079.28794471,9519,9655.14271262
2021-03-26,521558,515957.85604142,8644,9606.28568528001
2021-03-27,518721,524236.28715688,9144,9648.71429745001
2021-03-28,1112190,547136.43484189,17118,9867.71437775
2021-03-29,465390,555214.00116095,8958,9742.14288921
2021-03-30,405149,561490.28704937,8096,9910.28578613
2021-03-31,442737,565805.99850759,8357,9976.57132593
2021-04-01,538217,571994.57389778,10605,10131.71437318
2021-04-02,558995,577342.70988361,10661,10419.85732805
2021-04-03,567320,584285.4310728,10764,10651.28575458
2021-04-04,1134209,587430.99998448,17976,10773.85702559
2021-04-05,467969,587799.4246855,8159,10659.71428486
2021-04-06,426632,590868.43048358,6881,10486.14294675
2021-04-07,485551,596984.71281093,8571,10516.71433423
2021-04-08,622735,609058.71498926,12450,10780.28569194
2021-04-09,657973,623198.42935905,11808,10944.14283329
2021-04-10,651027,635156.56821465,12542,11198.14281465
2021-04-11,1246368,651179.28513775,19954,11480.71414608
2021-04-12,607775,671151.57842156,9999,11743.57138098
2021-04-13,548097,688503.70457721,9357,12097.28572938
2021-04-14,608949,706132.01176973,9722,12261.71433189
2021-04-15,707942,718304.43252374,12375,12250.99992722
2021-04-16,708645,725543.28724616,12127,12296.57129596
2021-04-17,717477,735036.1437263,12254,12255.42857976
2021-04-18,1333576,747494.42837857,20063,12271.00005783
2021-04-19,707578,761752.01257514,11399,12470.99983042
2021-04-20,639135,774757.43153691,10205,12592.14277586
2021-04-21,679096,784778.43394436,10839,12751.71429053
2021-04-22,783895,795628.87936389,13088,12853.57140926
2021-04-23,800613,808767.13053363,13221,13009.85719184
2021-04-24,762772,815237.85929065,11877,12956.00021908
2021-04-25,1322599,813669.72008831,20795,13060.57164754
2021-04-26,734649,817536.99539668,12533,13222.57132619
2021-04-27,648580,818886.29064283,10883,13319.42875273
2021-04-28,693518,820946.58064593,11535,13418.85719349
2021-04-29,795050,822540.13205006,14169,13573.28561012
2021-04-30,805015,823169.37621954,13720,13644.57150572
2021-05-01,789236,826949.86417025,13274,13844.14274639
2021-05-02,1227707,813393.81569053,19884,13714.00021309
2021-05-03,710384,809927.23793268,12187,13664.57146916
2021-05-04,638297,808458.27799323,10553,13617.42865029
2021-05-05,680136,806546.52508123,11262,13578.42886269
2021-05-06,776952,803961.14940338,13622,13500.28572336
2021-05-07,784827,801077.01552548,13261,13434.71416583
2021-05-08,757887,796598.5782516,12906,13382.1429465
2021-05-09,1115821,780614.84781874,18437,13175.42836597
2021-05-10,673336,775322.264681961,12037,13154.00011371
2021-05-11,606744,770814.72178438,10917,13206.0000269
2021-05-12,609816,760769.00405437,11064,13177.71425562
2021-05-13,696520,749278.70537826,12670,13041.71413102
2021-05-14,675552,733668.01518781,12613,12949.1428594
2021-05-15,642029,717116.86516272,11874,12801.71425154
2021-05-16,907808,687400.72388866,16419,12513.4286569
2021-05-17,587812,675182.99957926,11725,12468.85706012
2021-05-18,523807,663334.85722087,11173,12505.42843071
2021-05-19,530790,652045.44762626,11458,12561.71436684
2021-05-20,604540,638905.42360041,12477,12534.14282656
2021-05-21,598453,627891.29826713,12505,12518.71423849
2021-05-22,585494,619814.861445309,12241,12571.14290415
2021-05-23,785462,602336.87518641,14609,12312.57137631
2021-05-24,506899,590777.84754827,11106,12224.14283755
2021-05-25,432270,577701.14454146,9064,11922.8571246
2021-05-26,465856,568424.85528682,10622,11803.42854682
2021-05-27,534396,558404.28071277,11453,11657.14275869
2021-05-28,518566,546991.85850932,11564,11522.71430519
2021-05-29,475513,531280.8532193,11010,11346.85701186
2021-05-30,613751,506750.15485419,13782,11228.71420327
2021-05-31,446119,498067.27985432,10115,11087.1428954
2021-06-01,372414,489516.42566428,8327,10981.85706293
2021-06-02,374525,476469.14643325,8896,10735.28583865
2021-06-03,436382,462467.13163688,10137,10547.28570169
2021-06-04,454024,453246.85201365,10311,10368.2854686
2021-06-05,420242,445350.99228266,9888,10208.00000158
2021-06-06,502032,429391.14499946,10771,9777.85735285
2021-06-07,367172,418113.00184863,8672,9571.71414768
2021-06-08,313537,409701.99826897,7838,9501.85709583001
2021-06-09,330850,403462.7170646,8097,9387.71421762
2021-06-10,363831,393098.28361546,13379,9850.85709699
2021-06-11,409330,386713.42680732,11109,9964.85727037
2021-06-12,391459,382601.5669742,11044,10130.00007441
2021-06-13,471530,378244.14362616,11040,10168.42875148
2021-06-14,355519,376579.43142759,10336,10406.14276237
2021-06-15,299219,374534.00321955,8119,10446.28573973
2021-06-16,305611,370928.4321619,7763,10398.57153624
2021-06-17,374226,372413.43333549,9550,9851.57143165
2021-06-18,398859,370917.57413904,9314,9595.14292837
2021-06-19,365229,367170.43159547,8477,9228.42859531001
2021-06-20,438110,362396.14345262,9356,8987.85722707
2021-06-21,339076,360047.13981142,7973,8650.28554383
2021-06-22,301339,360349.99840125,6760,8456.1429271
2021-06-23,316418,361893.85600746,7038,8352.57146166
2021-06-24,404093,366160.57410187,8470,8198.28563029
2021-06-25,429330,370513.57180677,8542,8088.0000423
2021-06-26,386697,373580.42244759,8207,8049.42837778
2021-06-27,454781,375961.99700996,9080,8009.99990859
2021-06-28,362322,379282.85021153,7280,7911.00004175
2021-06-29,319338,381854.14513152,6570,7883.85701734
2021-06-30,341747,385472.57691896,6526,7810.71425813
2021-07-01,405064,385611.2888384,8220,7774.9999769
2021-07-02,386615,379509.14143354,8804,7812.42865746
2021-07-03,409941,382829.71321274,7968,7778.28581291
2021-07-04,534964,394284.42914911,8294,7666.00009932001
2021-07-05,372403,395724.56926607,7387,7681.28572228
2021-07-06,338388,398446.00252153,6667,7695.14291634001
2021-07-07,373605,402997.14292944,7175,7787.85724311001
2021-07-08,455733,410235.57576281,8339,7804.85711519
2021-07-09,452137,419595.85396329,8107,7705.28583664
2021-07-10,600152,446768.85502504,8355,7760.57143567
2021-07-11,693495,469416.14510379,8571,7800.14290328
2021-07-12,409709,474745.57129663,7684,7842.57141603001
2021-07-13,383602,481204.7180761,7789,8002.85732916
2021-07-14,441782,490944.28763111,7384,8032.71423167
2021-07-15,497135,496858.85417651,8133,8003.28570069
2021-07-16,518913,506398.28347107,8462,8054.00001668
2021-07-17,513328,493994.85835492,8227,8035.71438704
2021-07-18,842324,515256.1453203,8629,8043.99995013
2021-07-19,425639,517531.8590268,7524,8021.14281707
2021-07-20,410363,521354.85393994,7189,7935.4284591
2021-07-21,452661,522908.99570075,19923,9726.71411967
2021-07-22,477179,520058.13562743,8267,9745.85705507
2021-07-23,504620,518016.28085932,8596,9765.00006785
2021-07-24,514356,518163.13971076,8819,9849.57136821
2021-07-25,971857,536667.85074844,9311,9947.0002
2021-07-26,454475,540787.28445861,8600,10100.71436689
2021-07-27,440838,545140.85725173,8705,10317.28581884
2021-07-28,533089,556630.56801475,8576,8696.28574363
2021-07-29,589875,572730.00164948,10110,8959.5713167
2021-07-30,595914,585772.00163656,9692,9116.14292874001
2021-07-31,579865,595130.43122653,9416,9201.42850191
2021-08-01,949411,591923.85405505,9989,9298.28560876
2021-08-02,499377,598338.42150398,8984,9353.1428818
2021-08-03,485143,604667.71562652,9067,9404.85719273001
2021-08-04,570906,610070.14274782,9226,9497.71426690001
2021-08-05,612371,613283.85815945,10036,9487.14284241001
2021-08-06,668694,623681.0107696,10466,9597.71436209
2021-08-07,625151,630150.43345123,10035,9686.143034
2021-08-08,959204,631549.43652707,11086,9842.8570716
2021-08-09,551977,639063.70997577,9817,9961.85713434
2021-08-10,506946,642178.42360604,8925,9941.57144026
2021-08-11,563949,641184.57017741,9103,9923.99987765001
2021-08-12,631634,643936.42469467,10290,9960.2856929
2021-08-13,654044,641843.57009286,10060,9902.28568887
2021-08-14,654116,645981.42310926,9949,9890.00012895
2021-08-15,956273,645562.70532246,11535,9954.14286065
2021-08-16,549309,645181.56984701,9897,9965.57134862
2021-08-17,519447,646967.43122801,8473,9900.99990044001
2021-08-18,580602,649346.42321158,9083,9898.1429699
2021-08-19,679543,656190.56742078,10740,9962.42866542001
2021-08-20,670727,658573.85702601,10773,10064.28580456
2021-08-21,651424,658189.27245561,9858,10051.28586447
2021-08-22,946777,656832.70313614,12576,10200.00000511
2021-08-23,531991,654358.72162371,9816,10188.42864155
2021-08-24,521238,654614.57635261,8480,10189.42847794
2021-08-25,588167,655695.27934195,9702,10278.14289904
2021-08-26,660237,652937.29247215,10678,10269.33336779
2021-08-27,660160,651427.71954158,9970,10154.54766518
2021-08-28,664378,653278.282304,9984,10172.59519317
2021-08-29,941282,652493.29046856,12176,10115.42843412
2021-08-30,539085,653506.7120871,8904,9985.14273494
2021-08-31,488237,648792.29489211,8785,10028.76199542
2021-09-01,551852,643604.43131191,9158,9950.71450188
2021-09-02,634615,639944.13714588,9719,9813.71432573
2021-09-03,647118,638081.01132368,9876,9800.28571818
2021-09-04,622015,632029.14284581,9616,9747.71426141
2021-09-05,875085,622572.41769911,11775,9690.42846016
2021-09-06,503375,617470.99325216,9061,9712.85704779
2021-09-07,476345,615772.13820138,8078,9611.85716706
2021-09-08,512520,610153.2827995,8329,9493.4286564
2021-09-09,517295,593393.2875492,8289,9289.14282883
2021-09-10,552698,579904.72494928,8306,9064.85703888
2021-09-11,583560,574411.13909438,9256,9013.42872765
2021-09-12,783960,561393.2778262,11247,8938.00006159
2021-09-13,464454,555833.1313609,8798,8900.42848716
2021-09-14,440196,550669.00365297,7126,8764.4284225
2021-09-15,476181,545477.72085705,7449,8638.7142697
2021-09-16,527234,546897.56426215,9105,8755.2855877
2021-09-17,516306,541698.71013395,9246,8889.5714649
2021-09-18,535056,534769.56256075,8168,8734.14270973
2021-09-19,725243,526381.43161715,10933,8689.28576597
2021-09-20,558604,539831.43458525,7691,8531.14286595001
2021-09-21,401460,534297.72176349,6254,8406.5713735
2021-09-22,431317,527888.57726876,7220,8373.8571496
2021-09-23,470977,525276.54351926,8463,8282.14296936
2021-09-24,495583,522832.61744471,7752,8068.71432429
2021-09-25,477032,514310.24058483,7643,7993.71429613
2021-09-26,672585,506983.76324449,10365,7912.57143099
2021-09-27,379561,478205.75754476,6365,7723.14283225
2021-09-28,344731,470082.81194031,6251,7722.71418084
2021-09-29,417351,468243.35109058,7159,7713.99986769
2021-09-30,441036,461125.57069735,7895,7632.85710154
2021-10-01,440487,453254.71407995,7590,7609.71426285
2021-10-02,439421,447881.71672595,7028,7521.85721528001
2021-10-03,647638,444317.85770562,10068,7479.42856259
2021-10-04,336459,438160.42584258,5671,7380.28575973
2021-10-05,323435,435118.1376684,5017,7204.00013049
2021-10-06,390102,431225.42720752,5875,7020.57147435
2021-10-07,417151,427813.28345189,7328,6939.57137154
2021-10-08,424222,425489.72184452,7172,6879.85710841
2021-10-09,403638,420377.86224962,6605,6819.42845097
2021-10-10,661876,422411.86476741,10671,6908.4523409
2021-10-11,322297,420388.71057131,5156,6834.71437777
2021-10-12,312040,418762.07096618,5312,6876.64282151
2021-10-13,375459,416672.85615745,5659,6845.69044389
2021-10-14,392463,413145.85395444,6587,6739.71430957
2021-10-15,391667,408495.14709941,6516,6646.04767794
2021-10-16,399990,407974.05123038,6219,6590.0953493
2021-10-17,689547,411927.04447826,10625,6581.99998049
2021-10-18,314306,410785.4803987,5236,6593.42866786
2021-10-19,308782,410316.2867797,4731,6510.42864741
2021-10-20,383310,411437.85643342,6695,6658.42860306
2021-10-21,401424,412718.00020817,6553,6653.57133471
2021-10-22,401508,414123.85305125,6643,6671.71425668
2021-10-23,394034,413272.99662248,6363,6692.28576978
2021-10-24,802967,429475.85960683,13116,7048.14281171
2021-10-25,296224,426892.71884433,5209,7044.28581147
2021-10-26,280007,422781.99761198,4702,7040.14283503
2021-10-27,393694,424265.42872718,6069,6950.7143572
2021-10-28,421518,427135.9997353,7659,7108.71432799
2021-10-29,408460,428129.14674765,7031,7164.1427843
2021-10-30,430368,433319.71600585,6510,7185.14277221
2021-10-31,897465,446819.43231508,13703,7268.99997691
2021-11-01,294860,446624.56652058,4788,7208.85739228
2021-11-02,286316,447525.85222315,4600,7194.28570795
2021-11-03,412082,450152.71380968,5970,7180.14283776
2021-11-04,393698,446178.42710754,6523,7017.85710765
2021-11-05,405776,445794.99946074,6133,6889.57143553
2021-11-06,401984,441740.14359942,6195,6844.57165603
2021-11-07,985477,454313.29160475,15004,7030.42864932
2021-11-08,305907,455891.43029342,4889,7044.85728351
2021-11-09,304787,458530.14705868,4581,7042.14297263
2021-11-10,450458,464012.43108163,6102,7061.00009213
2021-11-11,426555,468706.2800559,6513,7059.57143031
2021-11-12,425300,471495.42653186,6282,7080.85732636
2021-11-13,387344,469403.99602456,5971,7048.8573236
2021-11-14,1177548,496842.71445332,16186,7217.71419062
2021-11-15,351489,503354.42935824,5429,7294.85714295
2021-11-16,314077,504681.57743715,4544,7289.57123238
2021-11-17,485814,509732.43296924,6258,7311.85712056
2021-11-18,449610,513026.0064715,6715,7340.71431079
2021-11-19,456073,517422.14894133,6971,7439.14278781
2021-11-20,467898,528929.85812019,8694,7828.14298209
2021-11-21,1338351,551901.71173536,16093,7814.85711054001
2021-11-22,342114,550562.42536339,4939,7744.85708722
2021-11-23,359595,557064.99979399,4817,7783.85723358
2021-11-24,537569,564458.57015665,6330,7794.14296911
2021-11-25,473332,567847.42903331,6842,7812.28573542
2021-11-26,488805,572523.42316909,6599,7759.14301189
2021-11-27,422607,566053.29179395,5346,7280.85706331
2021-11-28,1423207,578175.56816795,15308,7168.7141235
2021-11-29,350539,579379.14392308,4818,7151.42849937
2021-11-30,354267,578617.99774028,4789,7147.42850998
2021-12-01,466013,568395.71834845,6663,7194.99992944
2021-12-02,502495,572561.85460824,6848,7195.8569929
2021-12-03,514135,576180.42786072,6962,7247.71420011
2021-12-04,504641,587899.57871701,6239,7375.28568188
2021-12-05,1581190,610468.56463241,17572,7698.71436249
2021-12-06,360845,611940.86008546,4988,7723.00004795
2021-12-07,355866,612169.28245482,4785,7722.42867388
2021-12-08,556399,625081.56993756,6035,7632.71431706
2021-12-09,507343,625774.14374648,6759,7620.00010184
2021-12-10,501855,624019.85983041,6581,7565.57135887
2021-12-11,494614,622587.42686696,5825,7506.42848637
2021-12-12,1537006,616275.43361856,14811,7111.99992081
2021-12-13,376286,618481.27552694,4609,7057.85713028
2021-12-14,373009,620930.28427804,4740,7051.428656
2021-12-15,583810,624846.14330651,5965,7041.42860961
2021-12-16,562588,632738.27948105,6572,7014.71408234
2021-12-17,575820,643304.70461665,6769,7041.57136367
2021-12-18,572056,654367.84873206,5435,6985.8571735
2021-12-19,1659077,671806.56864121,13262,6764.57148055
2021-12-20,422346,678386.57044165,4269,6716.00015911
2021-12-21,455752,690207.01061778,4794,6723.71438689
2021-12-22,721597,709890.8493381,6189,6755.71429497
2021-12-23,704175,730117.56164968,6812,6789.99998032001
2021-12-24,757623,756089.41964078,6358,6731.2856235
2021-12-25,775569,785162.70809088,7203,6983.85705357
2021-12-26,2251495,869793.85709953,10950,6653.57147579
2021-12-27,475565,877396.57855443,3850,6593.7142605
2021-12-28,683453,909925.2778829,4190,6507.42864039
2021-12-29,1165008,973269.71965032,6282,6520.71433635
2021-12-30,1155817,1037790.00829985,6931,6537.71416984
2021-12-31,1348260,1122166.6965824,5961,6481.00005669
2022-01-01,1428461,1215436.99564515,5345,6215.57148643
2022-01-02,4204296,1494408.58731318,10121,6097.1428203
2022-01-03,909747,1556434.57402728,3739,6081.28573348
2022-01-04,1183782,1627910.16232925,4001,6054.28572011
2022-01-05,2007023,1748198.0012515,6266,6051.99995792
2022-01-06,2044717,1875183.73155055,7205,6091.14294378
2022-01-07,2017800,1970832.28835315,6166,6120.42846434
2022-01-08,1989842,2051029.55151931,6284,6254.57143047
2022-01-09,6439660,2370367.30495368,11966,6518.142807
2022-01-10,1639500,2474617.74325838,4511,6628.42862182
2022-01-11,1648855,2541056.74438418,5220,6802.57153413
2022-01-12,2788105,2652639.8472042,6831,6883.28578602
2022-01-13,2394446,2702601.1767004,8473,7064.42850482
2022-01-14,2496725,2771019.04486187,7120,7200.71422631
2022-01-15,2494893,2843169.16340787,6801,7274.57130187
2022-01-16,7196825,2951335.5511906,13367,7474.71413117
2022-01-17,1923050,2991842.7526491,6256,7723.99978282
2022-01-18,1817526,3015938.59041003,5525,7767.57139058
2022-01-19,2860880,3026335.01229107,6656,7742.57137096
2022-01-20,2861687,3093083.79888152,8130,7693.57151063
2022-01-21,2917078,3153134.19691838,9066,7971.57146224
2022-01-22,2814094,3198734.29930178,8240,8177.14292932
2022-01-23,8346273,3362941.12876228,15836,8529.85723047
2022-01-24,2086977,3386359.26565142,6142,8513.5715105
2022-01-25,2060088,3421010.99805802,6650,8674.28578992
2022-01-26,3012584,3442683.00596265,8689,8964.71422029
2022-01-27,2614114,3407315.40646116,9616,9176.99999248001
2022-01-28,2657873,3370286.10791486,9831,9286.28569753
2022-01-29,2590473,3338340.27027586,9335,9442.71427461
2022-01-30,8401906,3346287.79152161,17567,9689.99995972
2022-01-31,1927297,3323476.43216746,7877,9937.85716075
2022-02-01,1746807,3278721.98578151,7036,9993.00016566
2022-02-02,2454119,3198941.29079597,10187,10206.99996823
2022-02-03,2292826,3153046.30552779,11660,10499.00006521
2022-02-04,2183421,3085267.68541672,10616,10611.14290287
2022-02-05,2245319,3035959.97472735,10049,10713.14290555
2022-02-06,7078197,2846858.6678228,18447,10838.85724591
2022-02-07,1596537,2799607.25092832,8203,10885.42845126
2022-02-08,1488310,2762677.15416468,7564,10960.85700188
2022-02-09,1954443,2691294.8777856,10474,11001.85728633
2022-02-10,1918777,2637857.7182211,11708,11008.71420983
2022-02-11,1813681,2585037.6971499,10507,10993.14296802
2022-02-12,1672893,2503262.554619,9575,10925.4285887
2022-02-13,5467047,2273098.2800808,18421,10921.71428854
2022-02-14,1281711,2228123.12230872,7026,10753.57139066
2022-02-15,1253681,2194604.72334885,6676,10626.71408969
2022-02-16,1552728,2137216.85724013,9417,10475.7142276
2022-02-17,1547415,2084165.13419463,10164,10255.14272419
2022-02-18,1516491,2041709.41422867,10152,10204.42845875
2022-02-19,1432288,2007344.31129053,9069,10132.14280017
2022-02-20,4287329,1838811.97633093,17109,9944.71427222
